year,NINO34_DJF,Bermuda,Nepal,Bhutan,The Bahamas,Bangladesh,Mexico,Cuba,Turks and Caicos Islands,Cayman Islands,Dominican Republic,British Virgin Islands,Anguilla,Puerto Rico,Saint Barthelemy,Saint Martin,United States Virgin Islands,Antigua and Barbuda,Belize,Montserrat,Saint Kitts and Nevis,Vietnam,Guadeloupe,Guatemala,Guyana,Honduras,Jamaica,Laos,Malaysia,Maldives,Dominica,Martinique,Thailand,El Salvador,Saint Lucia,Aruba,Barbados,Cambodia,Nicaragua,Saint Vincent and the Grenadines,Grenada,Philippines,Costa Rica,Trinidad and Tobago,Panama,Venezuela,Colombia,French Guiana,Suriname,Singapore,Ecuador,Indonesia,Peru,Brazil,Bolivia,New Caledonia,Paraguay,Uruguay,Bermuda,Nepal,Bhutan,The Bahamas,Bangladesh,Mexico,Cuba,Turks and Caicos Islands,Cayman Islands,Dominican Republic,British Virgin Islands,Anguilla,Puerto Rico,Saint Barthelemy,Saint Martin,United States Virgin Islands,Antigua and Barbuda,Belize,Montserrat,Saint Kitts and Nevis,Vietnam,Guadeloupe,Guatemala,Guyana,Honduras,Jamaica,Laos,Malaysia,Maldives,Dominica,Martinique,Thailand,El Salvador,Saint Lucia,Aruba,Barbados,Cambodia,Nicaragua,Saint Vincent and the Grenadines,Grenada,Philippines,Costa Rica,Trinidad and Tobago,Panama,Venezuela,Colombia,French Guiana,Suriname,Singapore,Ecuador,Indonesia,Peru,Brazil,Bolivia,New Caledonia,Paraguay,Uruguay
1990,0.043333333,0.003066267,0.001289588,0.002316208,0.001079663,0.000629452,0.001195396,0.000984943,0.001262811,0.002078493,0.001527106,0.001433335,0.001269097,0.001424318,0.001220378,0.001235309,0.001354754,0.001101717,0.002850314,0.001247883,0.001126866,0.001509368,0.001623501,0.001241312,0.006787791,0.002226308,0.001148437,0.000854669,0.005155991,0.002308736,0.001989695,0.001943173,0.000357336,0.000211327,0.001566924,0.001324107,0.001713872,0.000143482,0.001228035,0.001706799,0.001883611,0.00175791,0.003262167,0.001869555,0.002807329,0.002095226,0.006659869,0.008049337,0.004984433,0.005505452,0.007413308,0.011289192,0.004296676,0.006124922,0.007994311,0.008395366,0.005321923,0.00411358,291.9414567,285.5755945,281.2673298,296.032618,292.7606599,288.3038344,296.6493505,297.8857933,298.5557933,296.0155741,298.04623,297.94808,296.7554236,297.98922,297.9857,298.2548767,298.0244967,296.3560071,298.0638633,297.98041,294.5138661,297.5519511,291.4680058,298.0520941,294.6329295,297.3401995,293.9080615,298.775236,300.0756733,297.42912,297.609258,298.2046382,298.1698595,298.2331233,298.5123,298.3148267,300.0043593,297.9584933,298.3001333,298.4570533,297.948333,293.4302213,298.0786079,297.8239203,296.6814988,292.1262924,298.0240936,298.4285972,299.23403,292.1401519,297.7655606,289.6087797,297.4269858,289.4515221,297.5802775,299.2980218,296.8416363
1991,0.400333333,0.002813235,0.001012255,0.00201767,0.000890492,0.00058333,0.000882974,0.000692565,0.00089898,0.000748888,0.001532288,0.001409759,0.001247883,0.001657695,0.001251809,0.001268312,0.001449051,0.001519774,0.00303818,0.001697369,0.001488343,0.001082498,0.001683225,0.001431788,0.004995757,0.002192827,0.000987775,0.000210732,0.006007051,0.005674407,0.002139002,0.001740166,0.000355164,0.00024086,0.00134218,0.001493841,0.001355539,0.00011643,0.001013248,0.001457696,0.001590498,0.002060739,0.003412372,0.002148455,0.002797264,0.00202699,0.006968811,0.005625407,0.003938815,0.0045884,0.008034941,0.011929,0.004929882,0.006154776,0.007885129,0.004010322,0.003829141,0.003399402,292.3569733,285.5100081,281.4701459,295.9781492,292.8977047,288.8970081,296.4915244,297.7664633,298.5534433,295.7505287,298.09443,298.05798,296.4975997,298.1155867,298.1073467,298.3065933,298.12675,296.5827948,298.1637733,298.06092,295.0313635,297.697113,291.8403832,298.2921376,294.8196879,296.9981774,294.1761362,298.7090749,299.9775233,297.6389233,297.7976161,298.3400192,298.4390551,298.53934,298.7567967,298.58752,300.2881091,298.337846,298.5464,298.6909667,297.9982344,293.5396562,298.3813719,298.0542479,297.0289129,292.5513726,298.3562405,298.6748427,299.2934,292.2193603,297.7185374,289.5019055,297.3796449,289.7442259,297.7995866,299.6908469,294.7390346
1992,1.766,0.003546404,0.001364991,0.002556105,0.001802829,0.00111726,0.002146954,0.000882623,0.001369682,0.000975202,0.001352588,0.00099013,0.000768532,0.001344672,0.000755171,0.000756743,0.000932766,0.001064,0.003231528,0.001186587,0.000960271,0.001648335,0.001306032,0.001446442,0.004305407,0.001638493,0.000932901,0.001199177,0.007633301,0.003716141,0.001964547,0.001671807,0.000892676,0.000365447,0.001109578,0.001093862,0.001056927,0.000432669,0.000852692,0.001126866,0.00172016,0.001496885,0.002499005,0.001968111,0.001814702,0.001586468,0.006323066,0.006198579,0.002735808,0.011752723,0.010084222,0.01215533,0.004514152,0.006753565,0.007740535,0.004626897,0.005320943,0.003106564,291.3325533,284.7349188,280.3009063,295.3950333,291.8640666,287.8148711,296.1142174,297.50023,298.5040667,295.6798076,297.8881233,297.86814,296.5420566,297.90576,297.9087,298.1349767,297.88931,296.1865418,297.92868,297.8293567,294.0265933,297.5490112,291.66654,297.9859741,294.6889239,297.122325,292.9456886,298.4266296,299.7200833,297.34448,297.5790102,297.4360123,298.1289286,298.3107133,298.64925,298.4323633,299.5850179,298.2486859,298.39769,298.5193533,297.6913066,293.6000379,298.0889098,297.9915512,296.9580843,292.213915,298.2271591,298.7403114,299.0635967,292.4930919,297.6440211,290.140094,297.454205,289.4061549,297.5099138,299.529661,295.7072895
1993,0.147333333,0.003970747,0.001325266,0.00327458,0.00187941,0.000937109,0.000895771,0.001078571,0.001805812,0.00189697,0.001943353,0.001598358,0.001236878,0.001834342,0.001174013,0.001189731,0.00162036,0.001361825,0.00232935,0.001479698,0.001234521,0.00130018,0.001853749,0.001120917,0.004353914,0.00163191,0.00172086,0.000596546,0.006792067,0.003492971,0.002695362,0.00261572,0.000593971,0.000264384,0.002011697,0.001078146,0.001452195,0.000526689,0.000812052,0.001659649,0.001326462,0.002618136,0.003648146,0.001673793,0.002241368,0.001756925,0.007121922,0.007471761,0.004001536,0.007104598,0.010017243,0.010883566,0.005434221,0.00571339,0.006846713,0.002901658,0.003746245,0.004100174,291.5324,285.4551393,280.6687271,295.6555882,292.2002726,289.2009008,295.7254746,297.4302867,298.4106333,295.4915546,297.7788167,297.7764667,296.591216,297.8323067,297.8211333,298.0491633,297.91751,296.6787242,297.9469,297.8246667,294.17772,297.5255025,291.9375769,297.9521272,294.9498039,296.890979,292.9949631,298.3047322,299.67719,297.35976,297.5534799,297.2959372,298.2299914,298.27605,298.8667133,298.60575,299.2902047,298.4682692,298.51642,298.61515,297.7719772,293.2690008,298.234399,297.8907597,297.0169067,292.2684648,298.0207572,298.5376794,298.9483933,292.0562115,297.7272681,289.4853308,297.3313912,289.2631003,296.891788,299.1269813,295.6023989
1994,0.117666667,0.004033613,0.001532843,0.002626675,0.001932692,0.000740123,0.000705018,0.001265336,0.001600715,0.001233737,0.001376259,0.00101921,0.00105457,0.0012507,0.001103289,0.001064785,0.001019992,0.001180299,0.002651015,0.001090715,0.001064785,0.001505075,0.001597571,0.001048254,0.00391192,0.001781204,0.001779269,0.000767388,0.007818652,0.004585259,0.001720945,0.001615499,0.000855251,8.38E-05,0.001280099,0.000890332,0.001242379,0.00059083,0.000712426,0.001365754,0.001482055,0.004622259,0.002416061,0.001867265,0.002076534,0.001740575,0.008299144,0.006141312,0.003304775,0.005039461,0.010191295,0.012458793,0.006405469,0.006236016,0.007641046,0.006263458,0.005786188,0.003117239,292.1888867,285.9760647,281.8779061,295.8889614,292.7578071,289.1151672,296.3822672,297.9281,298.71624,296.0679492,298.13497,297.99275,297.0629949,298.0109633,298.0233067,298.3430333,297.98687,296.3253484,298.0721033,297.9715867,294.4447022,297.5866191,291.7196289,298.1758383,294.3605182,297.0260158,294.0807177,298.7593182,299.8188333,297.5296167,297.7160671,298.3397599,298.1529977,298.46234,298.7709033,298.5369867,299.650125,297.9155415,298.5023067,298.6257467,298.1891261,293.1389789,298.3253184,297.8755838,297.1416623,292.0709662,298.1642356,298.5905848,299.3886133,292.0683033,298.0743896,289.5009446,297.8524301,289.8328074,297.3555972,299.4601651,294.880548
1995,1.014,0.005115688,0.001218805,0.00227526,0.00201659,0.000603866,0.00102097,0.000723486,0.00144355,0.000763029,0.001645399,0.001406615,0.001525275,0.001552421,0.001427834,0.001401116,0.001420764,0.001559851,0.001610848,0.001356324,0.001338248,0.001705332,0.001236094,0.001053356,0.002454747,0.001495078,0.00139025,0.000586468,0.00657712,0.005259491,0.001868678,0.001803153,0.000503314,8.84E-05,0.001375183,0.000711168,0.001640004,0.000417478,0.000500034,0.001621147,0.001500915,0.002730234,0.002319042,0.001860147,0.001486742,0.001163388,0.005050899,0.003676909,0.002027692,0.008071942,0.010317532,0.012872963,0.005151952,0.00714964,0.00856349,0.002108204,0.006608819,0.002343533,291.7528,285.1554264,280.4741989,295.3993722,292.1069187,289.6907237,296.209396,297.6359967,298.3683133,295.9752086,298.18553,298.12029,296.9870189,298.17671,298.1702367,298.43825,298.29073,296.6378994,298.33657,298.19669,294.1163876,297.9328003,292.074702,298.3287693,294.7911364,297.0686267,293.684364,298.7861898,299.9939733,297.6865367,297.8696057,298.1531304,298.4757547,298.6151567,299.3192667,298.6092867,300.1451248,298.4152226,298.59988,298.7415167,297.8680468,293.4004404,298.3197663,298.2012028,297.4791696,292.6570668,298.3304606,298.7783902,299.1723333,292.1102538,298.0761302,290.0022207,298.0261216,289.7531405,297.301058,299.5139062,295.9317095
1996,-0.870333333,0.002960183,0.001555067,0.00286266,0.001260355,0.000402656,0.000704047,0.001092401,0.001515061,0.001549636,0.001699975,0.001381469,0.001366538,0.001914646,0.001263596,0.001281671,0.00120309,0.001679296,0.002185717,0.001520559,0.00125731,0.001544728,0.001411331,0.001576477,0.00568412,0.002507441,0.001593906,0.000423945,0.007658415,0.003165282,0.002102852,0.001638493,0.000658392,0.000409588,0.001243167,0.0009532,0.001166942,0.000520912,0.000801,0.001196017,0.00136104,0.006134437,0.005008227,0.001721327,0.003583101,0.001594649,0.008909281,0.007624351,0.005333001,0.006224481,0.010050196,0.011157669,0.004960264,0.006282651,0.00726277,0.005157282,0.006643751,0.00247645,290.9863833,285.6638382,281.0647739,294.6912638,292.658336,288.8021847,295.4956513,297.3209667,298.16553,295.9713632,298.29425,298.3042333,297.0595315,298.3882867,298.3865333,298.5934,298.4170867,296.0175581,298.4746967,298.37476,293.3789171,298.067393,291.4705066,298.3933933,294.2120252,296.5796679,292.5696852,298.2533085,299.78123,297.9092933,298.1810978,297.1685798,297.8143424,299.0289233,299.1411733,299.1100233,299.7525176,297.9292646,298.9901367,299.1664433,297.2895411,292.9147479,298.7470957,297.5653943,297.3336639,291.7782306,298.3570593,298.7114436,298.86141,291.5040915,297.7594953,289.3045509,297.7828589,289.3466501,298.1535483,299.4918198,295.9269586
1997,-0.501333333,0.002904388,0.000979656,0.002431452,0.00172236,0.000436144,0.000792739,0.00071493,0.00072924,0.000700166,0.001206894,0.001988123,0.002400679,0.001755177,0.00226709,0.002299309,0.001994411,0.002711862,0.002707898,0.002862739,0.002562558,0.001996576,0.002299309,0.001369376,0.007369942,0.001918789,0.000760837,0.000487434,0.006782516,0.001159082,0.00264507,0.001864119,0.000862323,0.00022934,0.001373614,0.001864749,0.001635291,0.000978093,0.000767087,0.001444335,0.002111497,0.003306285,0.003580366,0.003197348,0.00263671,0.002498507,0.008286434,0.009255228,0.00580619,0.003200645,0.00910994,0.011145316,0.004763385,0.00657197,0.007648143,0.003491446,0.007797724,0.002835529,291.5417933,284.9652009,280.5110979,295.5628372,292.0377218,288.6523843,296.1449922,297.2016567,298.4511833,295.4357777,297.7359133,297.7988,296.01367,297.88931,297.8816567,297.97277,298.0409333,296.564121,298.0920833,297.9304533,293.9004617,297.6753743,291.917797,298.2265553,294.3992384,296.3989998,293.2001734,298.5371599,299.87877,297.6207067,297.8588938,297.4573004,298.3040336,298.62867,298.7715,298.7738533,299.1834831,297.5507328,298.7238867,298.8861,297.3675942,292.8284668,298.168878,297.7833902,296.6644668,292.0144288,298.1962457,298.6190096,299.3586467,291.4141561,297.8158595,289.3748322,297.6552487,289.067019,297.741338,299.4469783,296.3734836
1998,2.241333333,0.005617038,0.001762422,0.002254352,0.004246301,0.000750479,0.000684743,0.001932353,0.001447479,0.001625861,0.00144485,0.00138933,0.001354754,0.001381793,0.001391687,0.001390117,0.001331175,0.001476554,0.001693411,0.00121252,0.001372827,0.000999628,0.00136104,0.00102324,0.002259589,0.001011488,0.001611086,0.00035549,0.005508486,0.006189903,0.001885181,0.00154726,0.000414078,0.000142927,0.001022351,0.000237316,0.001120577,0.000118399,0.000427472,0.001023136,0.000951628,0.001272849,0.002291085,0.000967958,0.001307653,0.001248392,0.005885013,0.003761726,0.001873586,0.007135245,0.022877884,0.010103937,0.007404488,0.00625067,0.007052007,0.002968143,0.009455217,0.00591183,291.69696,285.1601215,281.3655187,295.4170739,292.0662655,288.2147722,296.8020085,298.1996233,299.0218567,296.939209,298.91314,298.9101933,297.6400006,298.9472167,298.94545,299.13647,298.9677833,297.0707801,299.0271633,298.9272333,295.6256787,298.6010539,292.6634114,299.0463118,295.3876897,297.6078588,295.4003795,299.7194192,300.36484,298.37419,298.6302979,299.720595,298.4731192,299.3844933,299.3415933,299.33689,301.8211832,298.527122,299.25108,299.4197567,298.5186931,294.2393826,299.0704668,299.1562945,298.421925,293.7168906,299.1286132,299.637693,300.0333567,292.8842663,298.9661436,291.7613051,298.4321669,290.9595626,298.3238785,300.0140109,294.1791898
1999,-1.547333333,0.003254081,0.000375575,0.000687263,0.000936894,2.71E-06,0.000402221,0.000806966,0.001275385,0.001514276,0.002004948,0.002172003,0.001698941,0.002004732,0.001813672,0.001880464,0.002391249,0.002263946,0.002656821,0.002358243,0.002486333,0.002273884,0.002223082,0.001146277,0.007128653,0.00298788,0.00195928,0.000479616,0.008451991,0.006390286,0.003363309,0.002601954,0.001072719,0.000116021,0.002417967,0.001955904,0.002088708,0.001432754,0.000910894,0.002537412,0.002721292,0.005308728,0.005472151,0.004020139,0.005419419,0.003166156,0.009993793,0.00890812,0.006574268,0.005554174,0.009963592,0.012435428,0.0053931,0.006584678,0.006285288,0.009142359,0.005455421,0.004194372,292.5779733,286.5409201,282.9798802,295.8779506,293.5624682,289.0439179,296.4280546,297.41559,298.6833267,295.4209248,298.0509233,297.9339833,296.3986844,297.9833367,297.9992167,298.2595867,298.07679,296.123982,298.10853,298.0197867,294.7300595,297.6236572,291.5590991,298.4377972,294.0443882,296.8654771,294.2773415,298.7130295,299.54083,297.636,297.8507479,298.2774023,297.9657094,298.4923167,298.6439467,298.68098,299.4989996,297.7814321,298.6845033,298.8972667,298.1798018,292.6678558,298.3220159,297.564121,296.8504078,291.9159363,298.3832115,298.7798615,299.4038867,291.28162,297.9695069,289.4220459,297.7740959,289.0156958,297.9623555,299.2110868,294.7232913
2000,-1.663333333,0.003544045,0.001008002,0.001606992,0.000927415,0.000551838,0.000486186,0.000524585,0.000750455,0.000653014,0.001205536,0.001841173,0.00158107,0.001631984,0.001571638,0.001643936,0.001744519,0.001495413,0.001761621,0.001500914,0.001555922,0.002365905,0.001749235,0.000999775,0.006838434,0.00183468,0.001005525,0.001003103,0.008204827,0.004017112,0.00248869,0.002046035,0.001294128,0.000159028,0.001883611,0.00381437,0.002057274,0.00122352,0.000641905,0.002136643,0.002969613,0.00606532,0.007580082,0.003794736,0.005476602,0.002785721,0.009663586,0.0086391,0.005738875,0.00566419,0.008893043,0.011672705,0.005334288,0.006722879,0.006728055,0.007717236,0.00416919,0.002108917,291.5705867,285.103839,280.9445751,294.8797461,292.4946927,288.6063305,295.5619503,296.7855433,297.7465067,294.9086417,297.59544,297.6512733,296.0443046,297.7453133,297.7294533,297.8105467,297.91517,295.5468784,297.95102,297.8240633,293.6974399,297.4820048,290.9274267,298.2514377,293.3016294,296.2297494,292.6603639,298.5242563,299.7230333,297.4614333,297.7866539,297.1686646,297.1731602,298.4159233,298.4864467,298.5746,299.458273,297.2919278,298.5322767,298.6803833,297.9882457,292.2945395,298.1687739,297.1692673,296.004396,291.748676,298.1104119,298.5547857,299.15764,291.0771376,297.8576512,289.2234906,297.2910618,289.6054025,296.8147168,300.2608384,296.5757745
2001,-0.742666667,0.003417529,0.000684867,0.00169138,0.001618299,0.000376248,0.000758792,0.001504723,0.001619572,0.003693352,0.001525004,0.001095432,0.001051426,0.001225438,0.001040424,0.001071858,0.001125291,0.001071855,0.002536368,0.00127617,0.001126078,0.002249206,0.001393256,0.001131547,0.003083243,0.002650659,0.002764544,0.000384046,0.008441301,0.001815242,0.001720945,0.001597398,0.000821626,5.42E-05,0.001256526,0.000857328,0.001097004,0.001005709,0.000773489,0.00120309,0.001207806,0.005468093,0.00412918,0.001251462,0.002726648,0.00099353,0.006694283,0.005918313,0.003046002,0.005054392,0.011296312,0.010478423,0.005523085,0.005523016,0.00756055,0.006520312,0.007192882,0.003655828,291.1874,285.851365,281.7902379,295.0862594,292.3868954,288.5697989,295.5814602,297.8693233,298.1214667,295.9685063,298.3171733,298.16143,296.7735547,298.2031667,298.2107967,298.4118033,298.1802367,295.837352,298.20844,298.1773,294.8167943,297.6759644,291.4919302,297.9128489,293.911505,296.7228949,294.8329477,298.7877666,299.9681067,297.4925833,297.7436139,299.0616723,298.1088605,298.3988767,298.7856033,298.4194467,300.9098356,297.964585,298.3712433,298.5499167,298.2925724,292.7845051,298.1196374,297.7731741,296.6270512,292.1215561,297.9801257,298.2033524,299.39273,291.2166601,298.0183757,289.4492822,297.815229,289.2237136,297.0139751,299.6146936,296.2701371
2002,-0.184666667,0.003917312,0.001187976,0.001807421,0.001493756,0.000234805,0.000891395,0.000753075,0.001171656,0.001333537,0.001586805,0.00205256,0.002012486,0.002180775,0.00208321,0.002059634,0.002428181,0.002328381,0.003029414,0.002399894,0.002388105,0.0013338,0.002212082,0.001283525,0.004524941,0.002166678,0.001378158,0.000450596,0.005625149,0.00388588,0.003158997,0.002589123,0.000462893,0.000123072,0.00205256,0.001756308,0.002110712,0.000135762,0.000751521,0.002315025,0.003204572,0.003351082,0.004463983,0.003324508,0.002673427,0.002328671,0.00663733,0.006232041,0.003321355,0.006189903,0.010659431,0.010385835,0.004818329,0.006649949,0.006659669,0.005036949,0.004560855,0.002992198,292.1694933,285.7579402,281.8675223,295.7054329,292.9093301,288.6219513,296.3466632,297.77881,298.6110467,296.2904367,298.29131,298.3547867,296.9553912,298.4423633,298.4288533,298.5405033,298.55462,296.4838555,298.60046,298.4940767,294.6321524,298.1426188,292.0063605,298.7040631,294.7902537,297.4700095,294.0535576,299.1110256,299.8593933,298.0274267,298.2433079,298.3282686,298.6584366,298.8913867,299.1582267,298.9695533,300.6630923,298.6746623,298.8843367,299.0953267,297.7652827,293.3008999,298.6145055,298.1733806,297.3702708,292.8394189,298.6030346,299.0587387,299.3057367,291.6891701,297.9042784,289.8981977,297.2343779,289.7799007,298.2054708,298.7100576,294.9717238
2003,0.884,0.003546404,0.001689389,0.002667524,0.000920657,0.000220099,0.000644811,0.000899798,0.000917837,0.001522919,0.001330686,0.00151899,0.001441191,0.001392444,0.001449049,0.001416835,0.00122195,0.001090718,0.00244665,0.001030991,0.001263596,0.001752502,0.001112719,0.001127325,0.003157065,0.00264104,0.001923771,0.000994892,0.006028022,0.005687763,0.001647862,0.001516533,0.000947606,9.67E-05,0.001167727,0.000476991,0.001038854,0.000459531,0.000660609,0.001174015,0.001327249,0.002159822,0.002400317,0.001263117,0.001166925,0.000943834,0.005533322,0.004283707,0.00222006,0.00697808,0.010734652,0.011052271,0.004908081,0.006426927,0.00682163,0.004652859,0.00628767,0.004815868,291.9297067,285.5279418,281.3076848,295.4804318,292.3637466,288.7330474,296.3788858,298.30777,298.7697367,296.5275543,298.64689,298.5939933,297.1410231,298.6245633,298.6222133,298.86142,298.6357333,296.469933,298.68863,298.6251533,295.1232607,298.2002157,292.1642921,298.592738,294.665317,297.4296011,294.3837263,299.2885508,300.08272,297.9680667,298.1661287,298.7024837,298.5134641,298.8655167,299.1135533,298.7985367,301.3036445,298.8300783,298.7926467,298.9560333,298.2490616,293.9814145,298.6324249,298.7558394,297.890054,293.3138956,298.5616491,298.9666463,299.5690467,291.8787085,298.4242297,290.3450379,298.2303558,290.1764317,297.4243164,299.7863677,295.5364519
2004,0.33,0.003529117,0.000955897,0.001965114,0.001417584,0.000415353,0.000775026,0.000851345,0.001438051,0.000974417,0.002039068,0.001395615,0.001597571,0.001844476,0.001601502,0.001652581,0.001542563,0.001779882,0.002189174,0.001805027,0.001875751,0.001112855,0.001634503,0.001225848,0.004293207,0.002666258,0.001409809,0.000624332,0.005476884,0.001674583,0.001940973,0.001441482,0.000800949,0.00010283,0.001100933,0.001889894,0.000969701,0.000224304,0.000697567,0.001155155,0.0017123,0.003553888,0.005175254,0.002272092,0.003437746,0.002000994,0.0067124,0.004732356,0.002905187,0.004655197,0.008803629,0.010712369,0.004465678,0.007379587,0.007308649,0.00282098,0.004513375,0.002286617,291.3737067,285.8119929,281.2306707,295.1102187,292.7071035,287.7897299,296.1738399,297.5172733,298.4259033,295.7324708,298.2742833,298.3112967,296.5596296,298.37419,298.3624233,298.5075933,298.39416,296.0985374,298.45529,298.34187,294.4180517,298.0086161,291.6211926,298.7560753,294.1881606,297.1487005,293.3002871,299.1808197,300.1685367,298.0186067,298.2616649,297.7846263,297.7590481,299.0835933,299.24874,299.02421,300.2003102,298.4179284,299.0306833,299.2023,297.984153,293.4740124,298.6934864,298.2198351,297.55982,292.6638627,298.836327,299.1826916,299.43681,291.6474934,298.2291003,290.1177534,297.3068474,289.8919561,298.4403627,299.3500144,295.1524299
2005,0.599666667,0.003254078,0.001102594,0.002166852,0.000685556,0.000236664,0.000823613,0.000436991,0.000937482,0.000710381,0.001482631,0.001586569,0.001642364,0.001433954,0.001638435,0.00168401,0.001515845,0.002608138,0.001547998,0.00244154,0.001880467,0.000881067,0.002498907,0.000764474,0.00692664,0.001836667,0.000957041,0.000188742,0.004475345,0.004313365,0.00327451,0.002464048,0.000275283,9.30E-05,0.002425825,0.002454902,0.003110275,5.83E-05,0.0005541,0.003334232,0.003675277,0.00240796,0.005487372,0.004840133,0.002401427,0.0030997,0.006488553,0.006133258,0.00505825,0.005275207,0.007222061,0.010330303,0.004536337,0.005681741,0.006753844,0.005217435,0.003397011,0.00237931,291.36606,286.6555025,281.8749539,294.5701251,293.6058117,288.7648129,295.1712527,296.6409633,297.9087,295.4641753,297.72121,297.8293567,296.5772271,297.9410333,297.93044,298.02565,298.17142,296.6341755,298.2313733,298.04976,294.5209787,297.8575643,291.7043786,299.0940575,294.4575743,296.5166037,294.1707202,299.4082049,299.99105,297.8416933,298.2077915,298.6177146,298.1404105,298.9813067,299.11062,299.19936,300.2776732,298.3035291,299.1588133,299.40213,298.134234,293.1639775,299.0034986,298.3842507,297.8035551,293.0436502,299.3236237,299.6635011,299.6995233,292.7130681,298.4086262,290.2805194,297.7105038,290.2461126,297.9153615,299.4975308,296.0543239
2006,-0.821333333,0.003699638,0.000377038,0.001930283,0.00111667,0.000167807,0.000631792,0.000787497,0.00091705,0.001297387,0.001330101,0.001200733,0.00127617,0.00136582,0.001300531,0.00132332,0.001262811,0.001343752,0.003260312,0.001533921,0.001438836,0.002495541,0.001589711,0.001554171,0.009483145,0.002761104,0.001351397,0.000456414,0.00823118,0.003601412,0.002131142,0.001784747,0.001443136,0.000196374,0.001383041,0.002012484,0.00183253,0.000879958,0.000964873,0.001755521,0.003238363,0.006127022,0.004297249,0.003419971,0.002641721,0.002450062,0.007998158,0.009947619,0.007070146,0.005372651,0.010316496,0.012361365,0.005213757,0.005568474,0.007962496,0.005225571,0.003224835,0.002852338,291.5823467,287.7242447,283.1296708,295.008145,293.9378804,289.1153379,295.695033,297.6342267,298.3471433,295.9287749,298.3254067,298.33129,296.6232205,298.36008,298.3624333,298.5775333,298.4024033,296.4285992,298.4711633,298.3271633,294.3774193,297.9674784,291.9385701,298.4744009,294.5051515,297.2078981,294.066288,298.9938438,299.77358,297.8922433,298.0684393,298.4321014,298.41453,298.7808933,299.0042333,298.83202,300.4131109,298.00896,298.8267333,299.01129,298.3546021,293.2679695,298.577388,298.2460602,297.6350723,292.5402811,298.5222035,298.8217772,299.4785333,292.3421389,298.1412873,289.9491034,297.8099255,290.1328568,297.6713167,299.9941693,295.3198521
2007,0.672,0.003489822,0.001689103,0.002532445,0.00153689,0.000894768,0.001229954,0.000843645,0.001777522,0.001605429,0.001198539,0.001225879,0.001188946,0.001230997,0.001309174,0.001317819,0.001058499,0.001805812,0.003874536,0.001679296,0.001369682,0.001476375,0.001716229,0.001610232,0.005158492,0.002430639,0.00131321,0.000355386,0.008690528,0.006922287,0.002263943,0.002028812,0.000491951,0.000198905,0.001661221,0.001185015,0.002024271,0.000410191,0.001058578,0.002046272,0.00222151,0.004156222,0.002928876,0.002070748,0.00228716,0.001578247,0.006210127,0.006302917,0.003546639,0.007635025,0.00893918,0.010553717,0.004469918,0.00661615,0.007514633,0.002335236,0.005668944,0.003160055,291.6205533,286.2771316,281.4704081,296.1715709,292.5563292,288.6137771,297.1108764,298.17318,299.2369733,296.6559529,298.63631,298.54051,297.2741752,298.57637,298.5793067,298.8420067,298.5634367,297.1584896,298.6186867,298.5381633,295.0314008,298.1561279,292.5717037,298.624156,295.1882983,297.9014971,294.0368862,298.9740485,299.9716333,298.07268,298.2860842,298.3114425,298.6321064,299.0430333,299.2199233,299.1840767,300.5546605,298.5665696,299.1535167,299.34688,298.5387902,293.8547933,298.883883,298.8164533,298.1631995,293.2291219,298.6516569,298.9885002,299.32043,292.7717088,298.6178751,290.4254531,297.9040684,290.5460279,297.1900552,300.1157903,296.6313135
2008,-1.626666667,0.002810091,0.000566751,0.001938473,0.001374183,0.000630187,0.000630674,0.000772796,0.000995634,0.001078931,0.002076432,0.001583427,0.001897755,0.001550408,0.001758665,0.001792453,0.001497773,0.001706799,0.00234841,0.001751592,0.001617216,0.001566123,0.001886753,0.001091697,0.008217645,0.001967296,0.000970824,0.000708846,0.007443664,0.004758924,0.002266305,0.001930374,0.000761854,0.00024239,0.001392471,0.001919759,0.001352395,0.000584289,0.000913468,0.001480483,0.002168079,0.00623002,0.003766332,0.003739158,0.003189329,0.002333177,0.007812975,0.008500197,0.005985282,0.005536889,0.010340093,0.010933043,0.005587496,0.006204558,0.008310498,0.005792509,0.005300051,0.002611242,292.3487433,286.0859664,281.3248988,296.1806947,292.3345203,289.3653529,296.5904473,297.7805767,298.8808167,295.6876494,297.9786367,297.9098667,296.640502,297.9662967,297.9586533,298.1825833,298.0632833,296.9009759,298.10442,297.9921667,293.9388158,297.6941732,292.0162257,298.0708993,294.579205,297.1627694,293.1435673,298.8489908,299.7824,297.5919067,297.8051246,298.3170116,298.1076633,298.66571,298.9066633,298.62632,300.3345745,297.9779787,298.6210333,298.88022,298.2412434,293.2775204,298.3218669,297.9853127,297.4993156,292.3671595,298.174505,298.4197183,299.2604933,291.7913885,298.178154,289.5525285,297.5476392,289.6610155,298.1871535,299.4281175,296.0560297
