"variable","mean","ci_high","ci_low","ENSO"
"ei_126",11.8330227389522,25.3837017401327,4.87663382869207,"El Niño"
"ei_245",18.5281616981435,40.7393608252667,7.46527758629727,"El Niño"
"ei_370",19.0538929700722,42.3878845953247,7.49867191443367,"El Niño"
"ei_585",22.0629384367378,49.3731680218363,8.72157497645841,"El Niño"
"la_126",-8.77058316300567,-3.89920454671013,-17.2174320749668,"La Niña"
"la_245",-12.9134814198599,-5.83671448780443,-24.8328662952221,"La Niña"
"la_370",-13.2111108363347,-5.86115075947384,-25.5604991786011,"La Niña"
"la_585",-14.9044209939851,-6.74645538218078,-28.479668089051,"La Niña"
