dengue_total,year,log(incidence),incidence,case,log(case),de_incidence,NINO34_lag0,NINO34_de_lag0,de_case,de_nor_case
CUBA,1984,0,0,0,0,-284.5732661,-0.617,-0.707596842,-28029.91463,-0.516994419
CUBA,1985,0,0,0,0,-272.4636152,-1.061666667,-1.147156723,-26843.04756,-0.495103391
CUBA,1986,0,0,0,0,-260.3539643,-0.574666667,-0.655049938,-25656.18049,-0.473212363
CUBA,1987,0,0,0,0,-248.2443135,1.135,1.059723515,-24469.31341,-0.451321334
CUBA,1988,0,0,0,0,-236.1346626,0.719,0.6488303,-23282.44634,-0.429430306
CUBA,1989,0,0,0,0,-224.0250117,-1.783666667,-1.848729581,-22095.57927,-0.407539278
CUBA,1990,0,0,0,0,-211.9153608,0.043333333,-0.016622796,-20908.7122,-0.38564825
CUBA,1991,0,0,0,0,-199.80571,0.400333333,0.34548399,-19721.84512,-0.363757221
CUBA,1992,0,0,0,0,-187.6960591,1.766,1.716257442,-18534.97805,-0.341866193
CUBA,1993,0,0,0,0,-175.5864082,0.147333333,0.102697561,-17348.11098,-0.319975165
CUBA,1994,0,0,0,0,-163.4767573,0.117666667,0.07813768,-16161.2439,-0.298084137
CUBA,1995,0,0,0,0,-151.3671065,1.014,0.979577799,-14974.37683,-0.276193108
CUBA,1996,0,0,0,0,-139.2574556,-0.870333333,-0.899648749,-13787.50976,-0.25430208
CUBA,1997,1.480731549,29.25042978,3217,3.50758604,-97.89737495,-0.501333333,-0.525541963,-9383.642683,-0.173075479
CUBA,1998,0,0,0,0,-115.0381539,2.241333333,2.222231488,-11413.77561,-0.210520024
CUBA,1999,0,0,0,0,-102.928503,-1.547333333,-1.561328392,-10226.90854,-0.188628995
CUBA,2000,0.350750843,1.242594967,138,2.1430148,-89.57625714,-1.663333333,-1.672221607,-8902.041463,-0.164192643
CUBA,2001,2.015482261,102.6292276,11432,4.058160203,23.92002636,-0.742666667,-0.746448155,3578.82561,0.066009222
CUBA,2002,1.446475178,26.95600942,3011,3.478854968,-39.64354093,-0.184666667,-0.18334137,-3655.307317,-0.06741988
CUBA,2003,0,0,0,0,-54.48989948,0.884,0.890432083,-5479.440244,-0.101064882
CUBA,2004,0,0,0,0,-42.38024861,0.33,0.341538868,-4292.573171,-0.079173854
CUBA,2005,0.221908772,0.666897028,75,1.880813592,-29.6037007,0.599666667,0.616312321,-3030.706098,-0.055899497
CUBA,2006,0,0,0,0,-18.16094686,-0.821333333,-0.799580894,-1918.839024,-0.035391798
CUBA,2007,0.096371048,0.248449696,28,1.462397998,-5.802846287,0.672,0.698859224,-703.9719512,-0.012984327
CUBA,2008,0,0,0,0,6.058354891,-1.626666667,-1.594700657,454.895122,0.008390259
CUBA,2009,0.209620145,0.620392203,70,1.851258349,18.78839797,-0.831,-0.793927205,1711.762195,0.031572394
CUBA,2010,0,0,0,0,30.27765664,1.512666667,1.554846248,2828.629268,0.052172315
CUBA,2011,0,0,0,0,42.38730751,-1.398,-1.350713634,4015.496341,0.074063344
CUBA,2012,0,0,0,0,54.49695839,-0.851,-0.798606848,5202.363415,0.095954372
CUBA,2013,0,0,0,0,66.60660926,-0.421333333,-0.363833396,6389.230488,0.1178454
CUBA,2014,1.366525839,22.25550841,2522,3.401917251,100.9717686,-0.429666667,-0.367059944,10098.09756,0.186253157
CUBA,2015,1.201723568,14.91195597,1691,3.228400359,105.737867,0.559666667,0.627380175,10453.96463,0.192816904
CUBA,2016,1.235215342,16.1876041,1836,3.264109156,119.123166,2.496333333,2.569153627,11785.83171,0.217382368
CUBA,2017,1.079498925,11.008781,1248,3.096562438,126.0539938,-0.326,-0.248072921,12384.69878,0.2284281
CUBA,2018,1.296333994,18.78490612,2128,3.328175661,145.9397697,-0.917,-0.833966135,14451.56585,0.266550184
CUBA,2019,1.474189382,28.7981555,3259,3.5132176,168.06267,0.759666667,0.847807317,16769.43293,0.309301807
DOMINICA,1980,0,0,0,0,97.91947378,0.436,0.324976016,69.35609756,0.38198513
DOMINICA,1981,1.409603887,24.68052432,18,1.278753601,111.7020983,-0.305333333,-0.411250531,79.6891182,0.438895198
DOMINICA,1982,0,0,0,0,76.12367425,-0.065,-0.165810413,54.02213884,0.297531932
DOMINICA,1983,0.576046151,2.767438321,2,0.477121255,67.9932128,2.162666667,2.06696304,48.35515947,0.266320519
DOMINICA,1984,0,0,0,0,54.32787471,-0.617,-0.707596842,38.68818011,0.213078735
DOMINICA,1985,0,0,0,0,43.42997494,-1.061666667,-1.147156723,31.02120075,0.170852136
DOMINICA,1986,0.974290175,8.425191322,6,0.84509804,40.95726649,-0.574666667,-0.655049938,29.35422139,0.161671093
DOMINICA,1987,0.582579162,2.8245396,2,0.477121255,24.458715,1.135,1.059723515,17.68724203,0.097414123
DOMINICA,1988,0,0,0,0,10.73627563,0.719,0.6488303,8.020262664,0.044172339
DOMINICA,1989,0,0,0,0,-0.161624137,-1.783666667,-1.848729581,0.353283302,0.001945741
DOMINICA,1990,0.983872196,8.635454297,6,0.84509804,-2.424069609,0.043333333,-0.016622796,-1.31369606,-0.007235303
DOMINICA,1991,1.263774218,17.35583807,12,1.113943352,-4.601585605,0.400333333,0.34548399,-2.980675422,-0.016416346
DOMINICA,1992,0,0,0,0,-32.85532344,1.766,1.716257442,-22.64765478,-0.124734056
DOMINICA,1993,0,0,0,0,-43.75322321,0.147333333,0.102697561,-30.31463415,-0.166960655
DOMINICA,1994,0.388301683,1.445128472,1,0.301029996,-53.20599451,0.117666667,0.07813768,-36.98161351,-0.203679661
DOMINICA,1995,2.643748695,439.3000101,304,2.484299839,373.7509874,1.014,0.979577799,258.3514071,1.422894299
DOMINICA,1996,0.727329036,4.337391204,3,0.602059991,-72.10953132,-0.870333333,-0.899648749,-50.31557223,-0.277117673
DOMINICA,1997,0,0,0,0,-87.34482229,-0.501333333,-0.525541963,-60.98255159,-0.33586705
DOMINICA,1998,1.047432644,10.15405147,7,0.903089987,-88.08867059,2.241333333,2.222231488,-61.64953096,-0.339540501
DOMINICA,1999,0.39016584,1.455646453,1,0.301029996,-107.6849754,-1.547333333,-1.561328392,-75.31651032,-0.414812655
DOMINICA,2000,1.360728778,21.94715126,15,1.204119983,-98.09137034,-1.663333333,-1.672221607,-68.98348968,-0.379932957
DOMINICA,2001,0.920980327,7.3364342,5,0.77815125,-123.5999872,-0.742666667,-0.746448155,-86.65046904,-0.477235482
DOMINICA,2002,0,0,0,0,-141.8343211,-0.184666667,-0.18334137,-99.31744841,-0.547000044
DOMINICA,2003,0,0,0,0,-152.7322209,0.884,0.890432083,-106.9844278,-0.589226643
DOMINICA,2004,0.834618704,5.833114592,4,0.698970004,-157.7970061,0.33,0.341538868,-110.6514071,-0.609422871
DOMINICA,2005,1.230901038,16.01770685,11,1.079181246,-158.5103136,0.599666667,0.616312321,-111.3183865,-0.613096322
DOMINICA,2006,1.456966643,27.63957988,19,1.301029996,-157.7863403,-0.821333333,-0.799580894,-110.9853659,-0.61126218
DOMINICA,2007,2.210574943,161.3958561,111,2.049218023,-34.92796393,0.672,0.698859224,-26.65234522,-0.146790259
DOMINICA,2008,2.069333182,116.3094996,80,1.908485019,-90.91222017,-1.626666667,-1.594700657,-65.31932458,-0.359752229
DOMINICA,2009,0.591901891,2.907526131,2,0.477121255,-215.2120934,-0.831,-0.793927205,-150.9863039,-0.831571051
DOMINICA,2010,2.965939419,923.569195,635,2.803457116,694.5516757,1.512666667,1.554846248,474.3467167,2.612508468
DOMINICA,2011,1.772237989,58.18858922,40,1.612783857,-181.7268298,-1.398,-1.350713634,-128.3202627,-0.706735729
DOMINICA,2012,0.728750952,4.354894902,3,0.602059991,-246.4584239,-0.851,-0.798606848,-172.987242,-0.952743255
DOMINICA,2013,2.458272367,286.2581555,197,2.29666519,24.54693686,-0.421333333,-0.363833396,13.34577861,0.073503112
DOMINICA,2014,2.436874975,272.4481412,189,2.278753601,-0.160977208,-0.429666667,-0.367059944,-2.32120075,-0.012784228
DOMINICA,2015,1.742570283,54.28028626,38,1.591064607,-229.2267319,0.559666667,0.627380175,-160.9881801,-0.88665731
DOMINICA,2016,2.700610188,500.8919015,351,2.546542663,206.4869836,2.496333333,2.569153627,144.3448405,0.794992576
DOMINICA,2017,1.680090667,46.87300257,33,1.531478917,-258.4298151,-0.326,-0.248072921,-181.3221388,-0.998648471
DOMINICA,2018,1.809820085,63.53868094,45,1.662757832,-252.6620365,-0.917,-0.833966135,-176.9891182,-0.974783958
DOMINICA,2019,3.174179619,1492.411939,1066,3.028164419,1165.313322,0.759666667,0.847807317,836.3439024,4.60624149
DOMINICAN REPUBLIC,1980,0.287395025,0.938184093,54,1.740362689,19.30004795,0.436,0.324976016,2232.730488,0.609177272
DOMINICAN REPUBLIC,1981,1.06137069,10.5178307,619,2.792391689,25.93193591,-0.305333333,-0.411250531,2491.118668,0.679675798
DOMINICAN REPUBLIC,1982,0.915502484,7.231945448,435,2.639486489,19.69829201,-0.065,-0.165810413,2000.506848,0.545817469
DOMINICAN REPUBLIC,1983,0.989090736,8.7519336,538,2.731588765,18.27052152,2.162666667,2.06696304,1796.895028,0.490264104
DOMINICAN REPUBLIC,1984,0.71085671,4.138740779,260,2.416640507,10.70957005,-0.617,-0.707596842,1212.283208,0.330758854
DOMINICAN REPUBLIC,1985,0.386233758,1.433513489,92,1.968482949,5.056584118,-1.061666667,-1.147156723,737.6713884,0.20126596
DOMINICAN REPUBLIC,1986,0.038040693,0.091542607,6,0.84509804,0.766854592,-0.574666667,-0.655049938,345.0595685,0.094145911
DOMINICAN REPUBLIC,1987,0.113553035,0.298832164,20,1.322219295,-1.973614497,1.135,1.059723515,52.44774859,0.014309822
DOMINICAN REPUBLIC,1988,0.538852906,2.458222293,168,2.227886705,-2.761983013,0.719,0.6488303,-106.1640713,-0.028965762
DOMINICAN REPUBLIC,1989,0.04150561,0.100286059,7,0.903089987,-8.067677892,-1.783666667,-1.848729581,-573.7758912,-0.156548779
DOMINICAN REPUBLIC,1990,0.197312378,0.575115402,41,1.62324929,-10.54060719,0.043333333,-0.016622796,-846.3877111,-0.230928077
DOMINICAN REPUBLIC,1991,0.15409445,0.425917667,31,1.505149978,-13.63756357,0.400333333,0.34548399,-1162.999531,-0.317312316
DOMINICAN REPUBLIC,1992,0.387500776,1.440623426,107,2.033423755,-15.57061646,1.766,1.716257442,-1393.611351,-0.38023235
DOMINICAN REPUBLIC,1993,0.458535376,1.874321713,142,2.155336037,-18.08467682,0.147333333,0.102697561,-1665.223171,-0.454338808
DOMINICAN REPUBLIC,1994,1.254625793,16.97321598,1311,3.117933835,-5.933541196,0.117666667,0.07813768,-802.8349906,-0.21904517
DOMINICAN REPUBLIC,1995,0.667160925,3.646874305,287,2.459392488,-22.20764152,1.014,0.979577799,-2133.446811,-0.582088754
DOMINICAN REPUBLIC,1996,0.36604241,1.322963628,106,2.029383778,-27.47931084,-0.870333333,-0.899648749,-2621.05863,-0.715128564
DOMINICAN REPUBLIC,1997,0.927373091,7.460053133,608,2.784617293,-24.28997998,-0.501333333,-0.525541963,-2425.67045,-0.661818933
DOMINICAN REPUBLIC,1998,1.601400201,38.93927719,3225,3.508664363,4.241485429,2.241333333,2.222231488,-115.2822702,-0.031453567
DOMINICAN REPUBLIC,1999,1.144102813,12.93486653,1088,3.03702788,-24.71068388,-1.547333333,-1.561328392,-2558.89409,-0.698167616
DOMINICAN REPUBLIC,2000,1.618413036,40.53488723,3462,3.539452492,-0.058421822,-1.663333333,-1.672221607,-491.5059099,-0.134102271
DOMINICAN REPUBLIC,2001,1.628194203,41.48094829,3596,3.555940438,-2.060119398,-0.742666667,-0.746448155,-664.1177298,-0.18119761
DOMINICAN REPUBLIC,2002,1.571891263,36.31567164,3194,3.504470862,-10.17315469,-0.184666667,-0.18334137,-1372.72955,-0.374534968
DOMINICAN REPUBLIC,2003,1.845675111,69.09307464,6163,3.78986263,19.65648966,0.884,0.890432083,1289.65863,0.351869933
DOMINICAN REPUBLIC,2004,1.453011008,27.37990963,2476,3.393926007,-25.004434,0.33,0.341538868,-2703.953189,-0.737745481
DOMINICAN REPUBLIC,2005,1.507943042,31.20646371,2860,3.456517858,-24.12563856,0.599666667,0.616312321,-2626.565009,-0.716630922
DOMINICAN REPUBLIC,2006,1.82715209,66.16640285,6143,3.788451207,7.88654193,-0.821333333,-0.799580894,349.8231707,0.095445611
DOMINICAN REPUBLIC,2007,2.01452684,102.4015002,9628,3.983581187,41.17388068,0.672,0.698859224,3528.211351,0.962635741
DOMINICAN REPUBLIC,2008,1.667458706,45.50061599,4333,3.636888907,-18.67476222,-1.626666667,-1.594700657,-2073.400469,-0.565705735
DOMINICAN REPUBLIC,2009,1.939243264,85.94473024,8292,3.918711665,18.82159339,-0.831,-0.793927205,1578.987711,0.430810361
DOMINICAN REPUBLIC,2010,2.074934617,117.8323311,11519,4.061452479,47.76143561,1.512666667,1.554846248,4499.375891,1.227607876
DOMINICAN REPUBLIC,2011,1.391241259,23.61734767,2339,3.369215857,-49.40130647,-1.398,-1.350713634,-4987.235929,-1.360715409
DOMINICAN REPUBLIC,2012,1.97106317,92.5541742,9284,3.967781908,16.58776141,-0.851,-0.798606848,1651.152251,0.450499704
DOMINICAN REPUBLIC,2013,2.213460014,162.4782626,16503,4.217589215,83.5640912,-0.421333333,-0.363833396,8563.540432,2.336472865
DOMINICAN REPUBLIC,2014,1.79252178,61.01857449,6274,3.79761373,-20.84335559,-0.429666667,-0.367059944,-1972.071388,-0.53805915
DOMINICAN REPUBLIC,2015,2.217039435,163.8312054,17048,4.231698911,79.0215167,0.559666667,0.627380175,8495.316792,2.317858756
DOMINICAN REPUBLIC,2016,1.80699248,63.11984735,6645,3.822560337,-24.63760002,2.496333333,2.569153627,-2214.295028,-0.604147349
DOMINICAN REPUBLIC,2017,1.139924238,12.80143481,1363,3.13481437,-77.9037712,-0.326,-0.248072921,-7802.906848,-2.12894191
DOMINICAN REPUBLIC,2018,1.189549678,14.47211475,1558,3.192846115,-79.18084991,-0.917,-0.833966135,-7914.518668,-2.159394033
DOMINICAN REPUBLIC,2019,2.270616964,185.4734319,20183,4.305007238,88.87270859,0.759666667,0.847807317,10403.86951,2.838587498
ECUADOR,1980,0,0,0,0,2.827257196,0.436,0.324976016,1454.85,0.088171963
ECUADOR,1981,0,0,0,0,-0.581625907,-0.305333333,-0.411250531,916.3884615,0.055538214
ECUADOR,1982,0,0,0,0,-3.990509011,-0.065,-0.165810413,377.9269231,0.022904464
ECUADOR,1983,0,0,0,0,-7.399392114,2.162666667,2.06696304,-160.5346154,-0.009729286
ECUADOR,1984,0,0,0,0,-10.80827522,-0.617,-0.707596842,-698.9961538,-0.042363036
ECUADOR,1985,0,0,0,0,-14.21715832,-1.061666667,-1.147156723,-1237.457692,-0.074996786
ECUADOR,1986,0,0,0,0,-17.62604142,-0.574666667,-0.655049938,-1775.919231,-0.107630536
ECUADOR,1987,0,0,0,0,-21.03492453,1.135,1.059723515,-2314.380769,-0.140264286
ECUADOR,1988,0.097173147,0.250757589,25,1.414973348,-24.19305004,0.719,0.6488303,-2827.842308,-0.171382898
ECUADOR,1989,0.074117166,0.186088695,19,1.301029996,-27.66660204,-1.783666667,-1.848729581,-3372.303846,-0.204380281
ECUADOR,1990,1.32596969,20.18213298,2109,3.324282455,-11.07944085,0.043333333,-0.016622796,-1820.765385,-0.110348461
ECUADOR,1991,0.582751079,2.826053858,302,2.481442629,-31.84440308,0.400333333,0.34548399,-4166.226923,-0.252496414
ECUADOR,1992,0.712625305,4.159710147,454,2.658011397,-33.9196299,1.766,1.716257442,-4552.688462,-0.275918123
ECUADOR,1993,1.913690549,80.97672209,9015,3.955013903,39.48849894,0.147333333,0.102697561,3469.85,0.210292118
ECUADOR,1994,1.86199393,71.7769632,8145,3.910944406,26.87985695,0.117666667,0.07813768,2061.388462,0.124931552
ECUADOR,1995,1.764517301,57.1456595,6607,3.820070034,8.839670147,1.014,0.979577799,-15.07307692,-0.000913512
ECUADOR,1996,1.653859743,44.06711347,5189,3.715167358,-7.647758984,-0.870333333,-0.899648749,-1971.534615,-0.119485911
ECUADOR,1997,1.522327628,32.29106032,3871,3.587935349,-22.83269524,-0.501333333,-0.525541963,-3827.996154,-0.231997757
ECUADOR,1998,1.588328284,37.75504843,4606,3.663418212,-20.77759024,2.241333333,2.222231488,-3631.457692,-0.220086438
ECUADOR,1999,1.386899296,23.37245608,2901,3.462697408,-38.56906569,-1.547333333,-1.561328392,-5874.919231,-0.356052627
ECUADOR,2000,2.261637567,181.6575241,22937,4.360555548,116.3071193,-1.663333333,-1.672221607,13622.61923,0.825606135
ECUADOR,2001,1.934510526,85.00239111,10919,4.038222638,16.24310313,-0.742666667,-0.746448155,1066.157692,0.064615058
ECUADOR,2002,1.659220409,44.62684179,5833,3.765966425,-27.54132929,-0.184666667,-0.18334137,-4558.303846,-0.276258446
ECUADOR,2003,1.895309592,77.57955983,10319,4.013679697,2.002505651,0.884,0.890432083,-610.7653846,-0.037015763
ECUADOR,2004,1.667919195,45.54994746,6165,3.79000352,-33.43598983,0.33,0.341538868,-5303.226923,-0.321404908
ECUADOR,2005,1.949864233,88.09723623,12131,4.083932402,5.702415835,0.599666667,0.616312321,124.3115385,0.007533967
ECUADOR,2006,1.644866818,43.14350548,6044,3.781396305,-42.66019802,-0.821333333,-0.799580894,-6501.15,-0.394005678
ECUADOR,2007,2.871556003,742.9709929,105887,5.024846745,653.7584063,0.672,0.698859224,92803.38846,5.624399062
ECUADOR,2008,1.148138346,13.06495497,1894,3.277609214,-79.55651473,-1.626666667,-1.594700657,-11728.07308,-0.71078615
ECUADOR,2009,1.497604516,30.44883165,4489,3.652246341,-65.58152115,-0.831,-0.793927205,-9671.534615,-0.586148535
ECUADOR,2010,0.900448698,6.95149332,1042,3.018284308,-92.48774259,1.512666667,1.554846248,-13656.99615,-0.827689566
ECUADOR,2011,1.709807397,50.26339885,7659,3.88422877,-52.58472016,-1.398,-1.350713634,-7578.457692,-0.459296487
ECUADOR,2012,2.032806392,106.8465836,16544,4.218666771,0.589581523,-0.851,-0.798606848,768.0807692,0.046549946
ECUADOR,2013,1.876054069,74.17164764,11662,4.066810276,-35.49423758,-0.421333333,-0.363833396,-4652.380769,-0.281960028
ECUADOR,2014,1.992660698,97.32426269,15531,4.191227382,-15.75050564,-0.429666667,-0.367059944,-1321.842308,-0.080110961
ECUADOR,2015,2.42036071,262.2453507,42473,4.628123163,145.7616993,0.559666667,0.627380175,25081.69615,1.520089629
ECUADOR,2016,1.940155144,86.12747828,14159,4.151063253,-33.76505625,2.496333333,2.569153627,-3770.765385,-0.228529256
ECUADOR,2017,1.840094224,68.19810859,11387,4.056447458,-55.10330904,-0.326,-0.248072921,-7081.226923,-0.42916155
ECUADOR,2018,1.279984899,18.05394462,3072,3.48756256,-108.6563561,-0.917,-0.833966135,-15934.68846,-0.965730329
ECUADOR,2019,1.694821964,48.52471266,8416,3.925157327,-81.59447118,0.759666667,0.847807317,-11129.15,-0.674488096
EL SALVADOR,1980,1.669191187,45.68648603,2060,3.314077992,93.47508024,0.436,0.324976016,5796.809756,0.554052141
EL SALVADOR,1981,2.060610067,113.9767602,5185,3.714832512,149.9815549,-0.305333333,-0.411250531,8167.988743,0.780686592
EL SALVADOR,1982,2.054255559,112.3066916,5166,3.713238462,136.5276869,-0.065,-0.165810413,7395.16773,0.706821284
EL SALVADOR,1983,1.915544984,81.32751062,3814,3.581494542,93.76470651,2.162666667,2.06696304,5289.346717,0.505549431
EL SALVADOR,1984,1.10414709,11.71004506,560,2.748962861,12.36344152,-0.617,-0.707596842,1281.525704,0.122486693
EL SALVADOR,1985,0.987434213,8.714807812,425,2.629409599,-2.415595174,-1.061666667,-1.147156723,392.7046904,0.037534244
EL SALVADOR,1986,1.288420534,18.42766177,916,2.962369336,-4.486540654,-0.574666667,-0.655049938,129.8836773,0.012414126
EL SALVADOR,1987,1.767355071,57.52683928,2915,3.46478752,22.82883742,1.135,1.059723515,1375.062664,0.131426844
EL SALVADOR,1988,1.567893237,35.97372757,1860,3.269746373,-10.50807373,0.719,0.6488303,-433.758349,-0.041458104
EL SALVADOR,1989,1.034535553,9.827683522,518,2.715167358,-48.43791722,-1.783666667,-1.848729581,-2529.579362,-0.241774169
EL SALVADOR,1990,1.656694344,44.36222455,2381,3.376941757,-25.68717563,0.043333333,-0.016622796,-1420.400375,-0.135760168
EL SALVADOR,1991,1.386120002,23.32876158,1274,3.105510185,-58.50443804,0.400333333,0.34548399,-3281.221388,-0.313615215
EL SALVADOR,1992,1.228441411,15.92159945,884,2.946943271,-77.69539961,1.766,1.716257442,-4425.042402,-0.422940258
EL SALVADOR,1993,0.732731514,4.404201253,248,2.396199347,-100.9965972,0.147333333,0.102697561,-5814.863415,-0.555777688
EL SALVADOR,1994,0.773483154,4.93585323,281,2.450249108,-112.2487447,0.117666667,0.07813768,-6535.684428,-0.624672898
EL SALVADOR,1995,2.233661374,170.2621432,9787,3.990693961,41.29374578,1.014,0.979577799,2216.494559,0.211849898
EL SALVADOR,1996,1.165679271,13.64465926,791,2.898725182,-127.1075376,-0.870333333,-0.899648749,-7533.326454,-0.720026329
EL SALVADOR,1997,2.389498578,244.1876426,14267,4.154363101,91.65164638,-0.501333333,-0.525541963,5188.852533,0.495944317
EL SALVADOR,1998,1.472503228,28.68268808,1688,3.22762965,-135.6371076,2.241333333,2.222231488,-8143.96848,-0.778390764
EL SALVADOR,1999,1.105479933,11.7491119,696,2.843232778,-164.3544832,-1.547333333,-1.561328392,-9889.789493,-0.945254247
EL SALVADOR,2000,1.744375358,54.51052802,3248,3.511749711,-133.3768666,-1.663333333,-1.672221607,-8091.610507,-0.773386451
EL SALVADOR,2001,1.314687956,19.63896698,1176,3.070776463,-180.032227,-0.742666667,-0.746448155,-10917.43152,-1.043475043
EL SALVADOR,2002,2.485074296,304.544377,18307,4.262640904,93.08938357,-0.184666667,-0.18334137,5459.747467,0.521836131
EL SALVADOR,2003,2.094754823,123.3812229,7436,3.871397781,-99.85756997,0.884,0.890432083,-6165.073546,-0.589250353
EL SALVADOR,2004,2.346521564,221.0861953,13344,4.125318578,-13.93639705,0.33,0.341538868,-1010.894559,-0.096620092
EL SALVADOR,2005,2.405239133,253.2372213,15290,4.184435888,6.430829561,0.599666667,0.616312321,181.2844278,0.017326949
EL SALVADOR,2006,2.564704582,366.0325505,22088,4.344176055,107.4423593,-0.821333333,-0.799580894,6225.463415,0.595022345
EL SALVADOR,2007,2.316840403,206.4151158,12476,4.096110175,-63.9588749,0.672,0.698859224,-4140.357598,-0.395730426
EL SALVADOR,2008,1.982964458,95.15335857,5774,3.761551989,-187.0044315,-1.626666667,-1.594700657,-11596.17861,-1.108348878
EL SALVADOR,2009,2.394301169,246.9140667,15040,4.177276711,-47.02752285,-0.831,-0.793927205,-3083.999625,-0.294764994
EL SALVADOR,2010,2.565219949,366.4683579,22406,4.350383714,60.74296891,1.512666667,1.554846248,3528.179362,0.337219162
EL SALVADOR,2011,2.532110885,339.4951143,20836,4.318835192,21.98592585,-1.398,-1.350713634,1204.358349,0.11511113
EL SALVADOR,2012,2.853016588,711.8802575,43861,4.642088431,382.5872697,-0.851,-0.798606848,23475.53734,2.243763772
EL SALVADOR,2013,2.670096584,466.8391737,28877,4.460567112,125.7623864,-0.421333333,-0.363833396,7737.716323,0.739561668
EL SALVADOR,2014,2.935474657,860.9352791,53460,4.728037078,508.0746924,-0.429666667,-0.367059944,31566.89531,3.017126086
EL SALVADOR,2015,2.906412159,805.1431328,50169,4.700444101,440.4987466,0.559666667,0.627380175,27522.0743,2.630526933
EL SALVADOR,2016,2.15110167,140.612526,8789,3.943988875,-235.8156596,2.496333333,2.569153627,-14611.74672,-1.396573269
EL SALVADOR,2017,1.842417556,68.56928753,4297,3.633266411,-319.6426975,-0.326,-0.248072921,-19857.56773,-1.897962565
EL SALVADOR,2018,2.132261918,134.6006958,8448,3.92680531,-265.3950887,-0.917,-0.833966135,-16460.38874,-1.573264262
EL SALVADOR,2019,2.641875764,437.405268,27470,4.438874469,25.62568408,0.759666667,0.847807317,1807.790244,0.172786429
FRENCH GUIANA,1980,0,0,0,0,93.06770165,0.436,0.324976016,436.4231707,0.120015225
FRENCH GUIANA,1981,0,0,0,0,44.09235893,-0.305333333,-0.411250531,320.5155722,0.08814094
FRENCH GUIANA,1982,0,0,0,0,-4.88298379,-0.065,-0.165810413,204.6079737,0.056266655
FRENCH GUIANA,1983,0,0,0,0,-53.85832651,2.162666667,2.06696304,88.70037523,0.02439237
FRENCH GUIANA,1984,0,0,0,0,-102.8336692,-0.617,-0.707596842,-27.20722326,-0.007481915
FRENCH GUIANA,1985,0,0,0,0,-151.8090119,-1.061666667,-1.147156723,-143.1148218,-0.0393562
FRENCH GUIANA,1986,2.395397826,247.5408768,228,2.359835482,46.75652215,-0.574666667,-0.655049938,-31.02242026,-0.008531084
FRENCH GUIANA,1987,0,0,0,0,-249.7596974,1.135,1.059723515,-374.9300188,-0.10310477
FRENCH GUIANA,1988,0,0,0,0,-298.7350401,0.719,0.6488303,-490.8376173,-0.134979055
FRENCH GUIANA,1989,0,0,0,0,-347.7103828,-1.783666667,-1.848729581,-606.7452158,-0.16685334
FRENCH GUIANA,1990,1.422487728,25.45377945,29,1.477121255,-371.2319461,0.043333333,-0.016622796,-693.6528143,-0.190752701
FRENCH GUIANA,1991,2.357917343,226.9908107,269,2.431363764,-218.6702576,0.400333333,0.34548399,-569.5604128,-0.156627617
FRENCH GUIANA,1992,2.694420033,493.7889967,607,2.783903579,-0.847414265,1.766,1.716257442,-347.4680113,-0.09555279
FRENCH GUIANA,1993,2.152831111,141.1775779,180,2.257678575,-402.4341758,0.147333333,0.102697561,-890.3756098,-0.244850953
FRENCH GUIANA,1994,2.099522747,124.7542719,165,2.220108088,-467.8328245,0.117666667,0.07813768,-1021.283208,-0.280850199
FRENCH GUIANA,1995,2.816155829,653.8711065,897,2.953276337,12.30866733,1.014,0.979577799,-405.1908068,-0.111426407
FRENCH GUIANA,1996,2.416870681,260.1383655,370,2.56937391,-430.3994164,-0.870333333,-0.899648749,-1048.098405,-0.288224308
FRENCH GUIANA,1997,2.763791695,579.4859268,854,2.931966115,-160.0271978,-0.501333333,-0.525541963,-680.0060038,-0.186999864
FRENCH GUIANA,1998,2.545897206,350.4772386,535,2.72916479,-438.0112287,2.241333333,2.222231488,-1114.913602,-0.306598311
FRENCH GUIANA,1999,1.753238165,55.65498966,88,1.949390007,-781.8088204,-1.547333333,-1.561328392,-1677.821201,-0.461396422
FRENCH GUIANA,2000,2.057561197,113.1724176,186,2.271841607,-773.2667352,-1.663333333,-1.672221607,-1695.728799,-0.466320965
FRENCH GUIANA,2001,3.218043635,1651.127784,2830,3.451939869,715.713289,-0.742666667,-0.746448155,832.3636023,0.228897804
FRENCH GUIANA,2002,2.19772396,156.6608851,280,2.44870632,-827.728953,-0.184666667,-0.18334137,-1833.543996,-0.504219782
FRENCH GUIANA,2003,3.068433011,1169.666017,2178,3.33825723,136.300836,0.884,0.890432083,-51.45159475,-0.014149053
FRENCH GUIANA,2004,3.211047796,1624.727663,3147,3.498034724,542.3871396,0.33,0.341538868,801.6408068,0.220449116
FRENCH GUIANA,2005,3.336429134,2168.847107,4365,3.640083731,1037.531241,0.599666667,0.616312321,1903.733208,0.523521631
FRENCH GUIANA,2006,3.884482716,7663.480365,15930,4.202243038,6483.189156,-0.821333333,-0.799580894,13352.82561,3.67199196
FRENCH GUIANA,2007,2.492601667,309.8863594,661,2.820857989,-919.3801924,0.672,0.698859224,-2032.081989,-0.558817208
FRENCH GUIANA,2008,2.325330777,210.5099374,460,2.663700925,-1067.731957,-1.626666667,-1.594700657,-2348.989587,-0.645965965
