dengue_total,year,log(incidence),incidence,case,log(case),de_incidence,NINO34_lag0,NINO34_de_lag0,de_case,de_nor_case
ANGUILLA,1980,0,0,0,0,20.6159828,0.436,0.324976016,4.101219512,0.282969879
ANGUILLA,1981,0,0,0,0,16.87142827,-0.305333333,-0.411250531,3.540900563,0.244309821
ANGUILLA,1982,0,0,0,0,13.12687374,-0.065,-0.165810413,2.980581614,0.205649762
ANGUILLA,1983,1.495522687,30.29843963,2,0.477121255,39.68075884,2.162666667,2.06696304,4.420262664,0.304982747
ANGUILLA,1984,0,0,0,0,5.637764678,-0.617,-0.707596842,1.859943715,0.128329646
ANGUILLA,1985,0,0,0,0,1.893210148,-1.061666667,-1.147156723,1.299624765,0.089669588
ANGUILLA,1986,0,0,0,0,-1.851344382,-0.574666667,-0.655049938,0.739305816,0.051009529
ANGUILLA,1987,0,0,0,0,-5.595898911,1.135,1.059723515,0.178986867,0.012349471
ANGUILLA,1988,0,0,0,0,-9.340453441,0.719,0.6488303,-0.381332083,-0.026310587
ANGUILLA,1989,0,0,0,0,-13.08500797,-1.783666667,-1.848729581,-0.941651032,-0.064970645
ANGUILLA,1990,2.162266046,144.3001443,12,1.113943352,127.4705818,0.043333333,-0.016622796,10.49803002,0.72432755
ANGUILLA,1991,0,0,0,0,-20.57411703,0.400333333,0.34548399,-2.062288931,-0.142290762
ANGUILLA,1992,0,0,0,0,-24.31867156,1.766,1.716257442,-2.62260788,-0.18095082
ANGUILLA,1993,0,0,0,0,-28.06322609,0.147333333,0.102697561,-3.182926829,-0.219610878
ANGUILLA,1994,0,0,0,0,-31.80778062,0.117666667,0.07813768,-3.743245779,-0.258270937
ANGUILLA,1995,1.630088715,41.66666667,4,0.698970004,6.114331518,1.014,0.979577799,-0.303564728,-0.02094491
ANGUILLA,1996,1.046842421,10.13890297,1,0.301029996,-29.15798671,-0.870333333,-0.899648749,-3.863883677,-0.266594532
ANGUILLA,1997,0,0,0,0,-43.04144421,-0.501333333,-0.525541963,-5.424202627,-0.374251111
ANGUILLA,1998,0,0,0,0,-46.78599874,2.241333333,2.222231488,-5.984521576,-0.41291117
ANGUILLA,1999,2.052768631,111.919418,12,1.113943352,61.38886475,-1.547333333,-1.561328392,5.455159475,0.376387026
ANGUILLA,2000,1.449581663,27.15669413,3,0.602059991,-27.11841367,-1.663333333,-1.672221607,-4.105159475,-0.283241723
ANGUILLA,2001,2.345139988,220.3808181,25,1.414973348,162.3611557,-0.742666667,-0.746448155,17.33452158,1.196021685
ANGUILLA,2002,1.645938745,43.25259516,5,0.77815125,-18.5116217,-0.184666667,-0.18334137,-3.225797373,-0.222568797
ANGUILLA,2003,1.25599507,17.02997275,2,0.477121255,-48.47879863,0.884,0.890432083,-6.786116323,-0.468218419
ANGUILLA,2004,0,0,0,0,-69.25332591,0.33,0.341538868,-9.346435272,-0.644871519
ANGUILLA,2005,0,0,0,0,-72.99788044,0.599666667,0.616312321,-9.906754221,-0.683531577
ANGUILLA,2006,0,0,0,0,-76.74243497,-0.821333333,-0.799580894,-10.46707317,-0.722191636
ANGUILLA,2007,0,0,0,0,-80.4869895,0.672,0.698859224,-11.02739212,-0.760851694
ANGUILLA,2008,1.855513922,70.6991359,9,1,-13.53240813,-1.626666667,-1.594700657,-2.587711069,-0.178543062
ANGUILLA,2009,0,0,0,0,-87.97609856,-0.831,-0.793927205,-12.14803002,-0.83817181
ANGUILLA,2010,0.934087269,7.591861524,1,0.301029996,-84.12879157,1.512666667,1.554846248,-11.70834897,-0.807835348
ANGUILLA,2011,1.835412493,67.4561535,9,1,-28.00905412,-1.398,-1.350713634,-4.268667917,-0.294523236
ANGUILLA,2012,1.724482884,52.02526942,7,0.903089987,-47.18449274,-0.851,-0.798606848,-6.828986867,-0.471176337
ANGUILLA,2013,1.773743749,58.39416058,8,0.954242509,-44.5601561,-0.421333333,-0.363833396,-6.389305816,-0.440839874
ANGUILLA,2014,2.785376221,609.0651558,86,1.939519253,502.3662846,-0.429666667,-0.367059944,71.05037523,4.902228719
ANGUILLA,2015,1.748788277,55.07745267,8,0.954242509,-55.36597307,0.559666667,0.627380175,-7.509943715,-0.518159991
ANGUILLA,2016,2.52961172,337.5413488,50,1.707570176,223.3533685,2.496333333,2.569153627,33.92973734,2.341033841
ANGUILLA,2017,2.168851335,146.5201465,22,1.361727836,28.58761172,-0.326,-0.248072921,5.369418386,0.370471189
ANGUILLA,2018,0.880080464,6.587181345,1,0.301029996,-115.089908,-0.917,-0.833966135,-16.19090056,-1.117115814
ANGUILLA,2019,1.602187042,39.01170351,6,0.84509804,-86.40994035,0.759666667,0.847807317,-11.75121951,-0.810793266
ANTIGUA AND BARBUDA,1980,0.405020603,1.541093252,1,0.301029996,52.08475174,0.436,0.324976016,51.9195122,0.280707914
ANTIGUA AND BARBUDA,1981,2.07672486,118.3231913,77,1.892094603,163.9007288,-0.305333333,-0.411250531,123.2197936,0.666199849
ANTIGUA AND BARBUDA,1982,0.937771936,7.665067223,5,0.77815125,48.27648359,-0.065,-0.165810413,46.52007505,0.251515329
ANTIGUA AND BARBUDA,1983,0.402925641,1.528864971,1,0.301029996,37.17416028,2.162666667,2.06696304,37.82035647,0.204479451
ANTIGUA AND BARBUDA,1984,0,0,0,0,30.67917425,-0.617,-0.707596842,32.1206379,0.173663366
ANTIGUA AND BARBUDA,1985,0,0,0,0,25.71305318,-1.061666667,-1.147156723,27.42091932,0.148253879
ANTIGUA AND BARBUDA,1986,0,0,0,0,20.74693212,-0.574666667,-0.655049938,22.72120075,0.122844391
ANTIGUA AND BARBUDA,1987,0,0,0,0,15.78081106,1.135,1.059723515,18.02148218,0.097434904
ANTIGUA AND BARBUDA,1988,0,0,0,0,10.81469,0.719,0.6488303,13.3217636,0.072025416
ANTIGUA AND BARBUDA,1989,0,0,0,0,5.848568939,-1.783666667,-1.848729581,8.622045028,0.046615929
ANTIGUA AND BARBUDA,1990,0.411464872,1.579080344,1,0.301029996,2.461528221,0.043333333,-0.016622796,4.922326454,0.026613039
ANTIGUA AND BARBUDA,1991,0.410184323,1.571486941,1,0.301029996,-2.512186243,0.400333333,0.34548399,0.22260788,0.001203551
ANTIGUA AND BARBUDA,1992,0,0,0,0,-9.049794245,1.766,1.716257442,-5.477110694,-0.029612534
ANTIGUA AND BARBUDA,1993,0,0,0,0,-14.01591531,0.147333333,0.102697561,-10.17682927,-0.055022021
ANTIGUA AND BARBUDA,1994,0,0,0,0,-18.98203637,0.117666667,0.07813768,-14.87654784,-0.080431509
ANTIGUA AND BARBUDA,1995,1.918416933,81.873739,56,1.755874856,57.92558157,1.014,0.979577799,36.42373358,0.196928473
ANTIGUA AND BARBUDA,1996,1.25989166,17.1924697,12,1.113943352,-11.72180879,-0.870333333,-0.899648749,-12.27598499,-0.066371312
ANTIGUA AND BARBUDA,1997,1.134726949,12.63725463,9,1,-21.24314493,-0.501333333,-0.525541963,-19.97570356,-0.108000592
ANTIGUA AND BARBUDA,1998,0.813698894,5.511767624,4,0.698970004,-33.33475299,2.241333333,2.222231488,-29.67542214,-0.160443068
ANTIGUA AND BARBUDA,1999,0.569286828,2.709256174,2,0.477121255,-41.1033855,-1.547333333,-1.561328392,-36.37514071,-0.196665751
ANTIGUA AND BARBUDA,2000,1.066655721,10.65885018,8,0.954242509,-38.11991256,-1.663333333,-1.672221607,-35.07485929,-0.189635653
ANTIGUA AND BARBUDA,2001,1.43523187,26.2415535,20,1.322219295,-27.5033303,-0.742666667,-0.746448155,-27.77457786,-0.150165968
ANTIGUA AND BARBUDA,2002,0.873733389,6.477103439,5,0.77815125,-52.23390142,-0.184666667,-0.18334137,-47.47429644,-0.256674421
ANTIGUA AND BARBUDA,2003,0.35809096,1.280819725,1,0.301029996,-62.3963062,0.884,0.890432083,-56.17401501,-0.303710299
ANTIGUA AND BARBUDA,2004,0,0,0,0,-68.64324698,0.33,0.341538868,-61.87373358,-0.334526384
ANTIGUA AND BARBUDA,2005,0,0,0,0,-73.60936804,0.599666667,0.616312321,-66.57345216,-0.359935871
ANTIGUA AND BARBUDA,2006,0,0,0,0,-78.5754891,-0.821333333,-0.799580894,-71.27317073,-0.385345359
ANTIGUA AND BARBUDA,2007,0,0,0,0,-83.54161017,0.672,0.698859224,-75.97288931,-0.410754846
ANTIGUA AND BARBUDA,2008,1.330823017,20.42017513,17,1.255272505,-68.08755609,-1.626666667,-1.594700657,-63.67260788,-0.344252173
ANTIGUA AND BARBUDA,2009,0,0,0,0,-93.47385229,-0.831,-0.793927205,-85.37232645,-0.461573821
ANTIGUA AND BARBUDA,2010,0.653288526,3.500787677,3,0.602059991,-94.93918567,1.512666667,1.554846248,-87.07204503,-0.470763516
ANTIGUA AND BARBUDA,2011,0.95766082,8.07111808,7,0.903089987,-95.33497633,-1.398,-1.350713634,-87.7717636,-0.474546613
ANTIGUA AND BARBUDA,2012,1.093627926,11.40589,10,1.041392685,-96.96632547,-0.851,-0.798606848,-89.47148218,-0.483736307
ANTIGUA AND BARBUDA,2013,0.642459121,3.389945422,3,0.602059991,-109.9483911,-0.421333333,-0.363833396,-101.1712008,-0.546991978
ANTIGUA AND BARBUDA,2014,1.62801156,41.46308665,37,1.579783597,-76.84137095,-0.429666667,-0.367059944,-71.87091932,-0.388577145
ANTIGUA AND BARBUDA,2015,1.219211359,15.56575978,14,1.176091259,-107.7048189,0.559666667,0.627380175,-99.5706379,-0.538338379
ANTIGUA AND BARBUDA,2016,2.059683526,113.7317256,103,2.017033339,-14.50497409,2.496333333,2.569153627,-15.27035647,-0.082560674
ANTIGUA AND BARBUDA,2017,0.32169492,1.097465951,1,0.301029996,-132.1053548,-0.326,-0.248072921,-121.970075,-0.659443124
ANTIGUA AND BARBUDA,2018,0.988163997,8.731146181,8,0.954242509,-129.4377957,-0.917,-0.833966135,-119.6697936,-0.647006427
ANTIGUA AND BARBUDA,2019,3.123413661,1327.65939,1223,3.087781418,1184.524327,0.759666667,0.847807317,1090.630488,5.896600255
ARUBA,1980,0.415972265,1.60598712,1,0.301029996,214.8302419,0.436,0.324976016,224.0597561,0.413610261
ARUBA,1981,0.414486484,1.597086913,1,0.301029996,191.039738,-0.305333333,-0.411250531,199.5541276,0.368373314
ARUBA,1982,0.412357095,1.584384308,1,0.301029996,167.2454318,-0.065,-0.165810413,175.0484991,0.323136366
ARUBA,1983,0.409980062,1.570277782,1,0.301029996,143.4497216,2.162666667,2.06696304,150.5428705,0.277899419
ARUBA,1984,0.40794527,1.558263471,1,0.301029996,119.6561036,-0.617,-0.707596842,126.037242,0.232662471
ARUBA,1985,0.406696259,1.550916592,1,0.301029996,95.86715307,-1.061666667,-1.147156723,101.5316135,0.187425524
ARUBA,1986,0.406389374,1.549114681,1,0.301029996,72.0837475,-0.574666667,-0.655049938,77.02598499,0.142188577
ARUBA,1987,0.406810956,1.55159038,1,0.301029996,48.30461955,1.135,1.059723515,52.52035647,0.096951629
ARUBA,1988,0.407295088,1.554436361,1,0.301029996,24.52586187,0.719,0.6488303,28.01472795,0.051714682
ARUBA,1989,0.406213651,1.548083473,1,0.301029996,0.737905325,-1.783666667,-1.848729581,3.509099437,0.006477734
ARUBA,1990,0.401709273,1.521792062,1,0.301029996,-23.06998974,0.043333333,-0.016622796,-20.99652908,-0.038759213
ARUBA,1991,0.393318114,1.473535306,1,0.301029996,-46.89985016,0.400333333,0.34548399,-45.5021576,-0.083996161
ARUBA,1992,0.384651525,1.424663779,1,0.301029996,-70.73032534,1.766,1.716257442,-70.00778612,-0.129233108
ARUBA,1993,0.376937927,1.381978994,1,0.301029996,-94.55461378,0.147333333,0.102697561,-94.51341463,-0.174470056
ARUBA,1994,0.368939027,1.338508901,1,0.301029996,-118.3796875,0.117666667,0.07813768,-119.0190432,-0.219707003
ARUBA,1995,1.690380091,48.02076574,37,1.579783597,-95.47903435,1.014,0.979577799,-107.5246717,-0.198488601
ARUBA,1996,1.133275776,12.59176247,10,1.041392685,-154.6896413,-0.870333333,-0.899648749,-159.0303002,-0.293567061
ARUBA,1997,0.346671281,1.221627697,1,0.301029996,-189.8413797,-0.501333333,-0.525541963,-192.5359287,-0.355417846
ARUBA,1998,0.339544091,1.185466185,1,0.301029996,-213.6591449,2.241333333,2.222231488,-217.0415572,-0.400654793
ARUBA,1999,2.177980866,149.6540689,130,2.117271296,-88.97214585,-1.547333333,-1.561328392,-112.5471857,-0.207760071
ARUBA,2000,1.935992987,85.29646132,76,1.886490725,-177.1113571,-1.663333333,-1.672221607,-191.0528143,-0.352680043
ARUBA,2001,0,0,0,0,-286.189422,-0.742666667,-0.746448155,-291.5584428,-0.538211617
ARUBA,2002,1.450845517,27.23875312,25,1.414973348,-282.7322726,-0.184666667,-0.18334137,-291.0640713,-0.537299017
ARUBA,2003,0.317799549,1.078737015,1,0.301029996,-332.6738923,0.884,0.890432083,-339.5696998,-0.62683953
ARUBA,2004,2.269390615,184.947616,173,2.240549248,-172.586617,0.33,0.341538868,-192.0753283,-0.354567586
ARUBA,2005,0,0,0,0,-381.3158367,0.599666667,0.616312321,-389.5809568,-0.719159407
ARUBA,2006,0.794473916,5.229797293,5,0.77815125,-399.867643,-0.821333333,-0.799580894,-409.0865854,-0.755166445
ARUBA,2007,0,0,0,0,-428.879044,0.672,0.698859224,-438.5922139,-0.809633302
ARUBA,2008,0,0,0,0,-452.6606476,-1.626666667,-1.594700657,-463.0978424,-0.85487025
ARUBA,2009,2.930802113,851.7114865,845,2.927370363,375.2692352,-0.831,-0.793927205,357.3965291,0.659747535
ARUBA,2010,3.149585874,1410.191248,1415,3.151063253,909.9673929,1.512666667,1.554846248,902.8909006,1.666720289
ARUBA,2011,3.475599722,2988.508017,3027,3.481155871,2464.502558,-1.398,-1.350713634,2490.385272,4.597206215
ARUBA,2012,0,0,0,0,-547.7870623,-0.851,-0.798606848,-561.1203565,-1.035818039
ARUBA,2013,2.71114836,513.2192846,528,2.723455672,-58.34938131,-0.421333333,-0.363833396,-57.62598499,-0.106376527
ARUBA,2014,2.587848692,386.1227484,400,2.603144373,-209.2275211,-0.429666667,-0.367059944,-210.1316135,-0.387899162
ARUBA,2015,2.508289074,321.3213501,335,2.526339277,-297.8105231,0.559666667,0.627380175,-299.637242,-0.553124935
ARUBA,2016,3.099922134,1257.699716,1319,3.120573931,614.786239,2.496333333,2.569153627,659.8571295,1.218084338
ARUBA,2017,3.216311815,1644.552775,1734,3.239299479,977.857694,-0.326,-0.248072921,1050.351501,1.938929892
ARUBA,2018,0.977431429,8.493610917,9,1,-681.9830733,-0.917,-0.833966135,-699.1541276,-1.290625887
ARUBA,2019,2.002532142,99.58475038,106,2.029383778,-614.6735375,0.759666667,0.847807317,-626.6597561,-1.156802587
BAHAMAS,1980,0,0,0,0,28.03715288,0.436,0.324976016,111.0768293,0.10196841
BAHAMAS,1981,0,0,0,0,23.87584072,-0.305333333,-0.411250531,95.23442777,0.087425103
BAHAMAS,1982,0,0,0,0,19.71452856,-0.065,-0.165810413,79.39202627,0.072881795
BAHAMAS,1983,0,0,0,0,15.5532164,2.162666667,2.06696304,63.54962477,0.058338488
BAHAMAS,1984,0,0,0,0,11.39190424,-0.617,-0.707596842,47.70722326,0.04379518
BAHAMAS,1985,0,0,0,0,7.230592078,-1.061666667,-1.147156723,31.86482176,0.029251872
BAHAMAS,1986,0,0,0,0,3.069279918,-0.574666667,-0.655049938,16.02242026,0.014708565
BAHAMAS,1987,0,0,0,0,-1.092032242,1.135,1.059723515,0.180018762,0.000165257
BAHAMAS,1988,0,0,0,0,-5.253344401,0.719,0.6488303,-15.66238274,-0.014378051
BAHAMAS,1989,1.528521101,32.76922555,87,1.944482672,23.35456899,-1.783666667,-1.848729581,55.49521576,0.050944549
BAHAMAS,1990,0.240270259,0.738882588,2,0.477121255,-12.83708613,0.043333333,-0.016622796,-45.34718574,-0.041628668
BAHAMAS,1991,0,0,0,0,-17.73728088,0.400333333,0.34548399,-63.18958724,-0.058007974
BAHAMAS,1992,0,0,0,0,-21.89859304,1.766,1.716257442,-79.03198874,-0.072551281
BAHAMAS,1993,0.129375531,0.347024611,1,0.301029996,-25.71288059,0.147333333,0.102697561,-93.87439024,-0.08617659
BAHAMAS,1994,0.127150016,0.340139525,1,0.301029996,-29.88107783,0.117666667,0.07813768,-109.7167917,-0.100719897
BAHAMAS,1995,0.12510036,0.333829627,1,0.301029996,-34.04869989,1.014,0.979577799,-125.5591932,-0.115263205
BAHAMAS,1996,0,0,0,0,-38.54384168,-0.870333333,-0.899648749,-142.4015947,-0.130724512
BAHAMAS,1997,0,0,0,0,-42.70515384,-0.501333333,-0.525541963,-158.2439962,-0.145267819
BAHAMAS,1998,2.031537983,106.5320642,336,2.527629901,59.66559825,2.241333333,2.222231488,161.9136023,0.148636514
BAHAMAS,1999,0,0,0,0,-51.02777816,-1.547333333,-1.561328392,-189.9287992,-0.174354435
BAHAMAS,2000,0,0,0,0,-55.18909032,-1.663333333,-1.672221607,-205.7712008,-0.188897742
BAHAMAS,2001,0,0,0,0,-59.35040248,-0.742666667,-0.746448155,-221.6136023,-0.20344105
BAHAMAS,2002,0,0,0,0,-63.51171464,-0.184666667,-0.18334137,-237.4560038,-0.217984357
BAHAMAS,2003,1.73381773,53.17734645,180,2.257678575,-14.49568035,0.884,0.890432083,-73.29840525,-0.067287858
BAHAMAS,2004,0.111084174,0.29146956,1,0.301029996,-71.5428694,0.33,0.341538868,-268.1408068,-0.246152974
BAHAMAS,2005,0,0,0,0,-75.99565112,0.599666667,0.616312321,-284.9832083,-0.26161428
BAHAMAS,2006,0.108414828,0.283556019,1,0.301029996,-79.87340726,-0.821333333,-0.799580894,-299.8256098,-0.275239589
BAHAMAS,2007,0,0,0,0,-84.31827544,0.672,0.698859224,-316.6680113,-0.290700896
BAHAMAS,2008,0.105727365,0.275637757,1,0.301029996,-88.20394984,-1.626666667,-1.594700657,-331.5104128,-0.304326204
BAHAMAS,2009,0,0,0,0,-92.64089976,-0.831,-0.793927205,-348.3528143,-0.319787511
BAHAMAS,2010,0.497373293,2.143209242,8,0.954242509,-94.65900267,1.512666667,1.554846248,-356.1952158,-0.326986827
BAHAMAS,2011,3.267898115,1852.096838,7000,3.845160078,1751.133314,-1.398,-1.350713634,6619.962383,6.077118387
BAHAMAS,2012,0.251690509,0.785214926,3,0.602059991,-104.3396213,-0.851,-0.798606848,-392.8800188,-0.360663437
BAHAMAS,2013,0.249909145,0.777907429,3,0.602059991,-108.508241,-0.421333333,-0.363833396,-408.7224203,-0.375206745
BAHAMAS,2014,1.585680625,37.51949858,146,2.167317335,-75.92796198,-0.429666667,-0.367059944,-281.5648218,-0.258476205
BAHAMAS,2015,0.549799057,2.546492588,10,1.041392685,-115.0622801,0.559666667,0.627380175,-433.4072233,-0.397867367
BAHAMAS,2016,1.33662633,20.70832576,82,1.919078092,-101.0617591,2.496333333,2.569153627,-377.2496248,-0.346314752
BAHAMAS,2017,0.654041327,3.50859606,14,1.176091259,-122.422801,-0.326,-0.248072921,-461.0920263,-0.423281987
BAHAMAS,2018,0.542594405,2.488143994,10,1.041392685,-127.6045652,-0.917,-0.833966135,-480.9344278,-0.44149729
BAHAMAS,2019,0.885019918,6.673966833,27,1.447158031,-127.5800545,0.759666667,0.847807317,-479.7768293,-0.440434616
BANGLADESH,1980,0.002064883,0.00476589,4,0.698970004,3.246983623,0.436,0.324976016,5505.410976,0.332569245
BANGLADESH,1981,0.002011678,0.004642804,4,0.698970004,2.929033168,-0.305333333,-0.411250531,4986.956567,0.301250604
BANGLADESH,1982,0.000490145,0.001129237,1,0.301029996,2.607692233,-0.065,-0.165810413,4465.502158,0.269750739
BANGLADESH,1983,0.000476747,0.001098352,1,0.301029996,2.289833979,2.162666667,2.06696304,3947.047749,0.238432098
BANGLADESH,1984,0.000464068,0.001069127,1,0.301029996,1.971977385,-0.617,-0.707596842,3428.59334,0.207113457
BANGLADESH,1985,0.000452347,0.001042111,1,0.301029996,1.654122999,-1.061666667,-1.147156723,2910.138931,0.175794816
BANGLADESH,1986,0,0,0,0,1.33525352,-0.574666667,-0.655049938,2390.684522,0.144415767
BANGLADESH,1987,0,0,0,0,1.017426151,1.135,1.059723515,1872.230113,0.113097125
BANGLADESH,1988,0,0,0,0,0.699598782,0.719,0.6488303,1353.775704,0.081778484
BANGLADESH,1989,0,0,0,0,0.381771413,-1.783666667,-1.848729581,835.3212946,0.050459843
BANGLADESH,1990,0,0,0,0,0.063944044,0.043333333,-0.016622796,316.8668856,0.019141202
BANGLADESH,1991,0,0,0,0,-0.253883325,0.400333333,0.34548399,-201.5875235,-0.01217744
BANGLADESH,1992,0,0,0,0,-0.571710694,1.766,1.716257442,-720.0419325,-0.043496081
BANGLADESH,1993,0,0,0,0,-0.889538062,0.147333333,0.102697561,-1238.496341,-0.074814722
BANGLADESH,1994,0,0,0,0,-1.207365431,0.117666667,0.07813768,-1756.95075,-0.106133364
BANGLADESH,1995,0,0,0,0,-1.5251928,1.014,0.979577799,-2275.405159,-0.137452005
BANGLADESH,1996,0,0,0,0,-1.843020169,-0.870333333,-0.899648749,-2793.859568,-0.168770646
BANGLADESH,1997,0.012280002,0.028679303,35,1.556302501,-2.132168234,-0.501333333,-0.525541963,-3277.313977,-0.197975018
BANGLADESH,1998,0,0,0,0,-2.478674907,2.241333333,2.222231488,-3830.768386,-0.231407929
BANGLADESH,1999,0.084710806,0.215376418,273,2.437750563,-2.581125857,-1.547333333,-1.561328392,-4076.222795,-0.246235266
BANGLADESH,2000,0.982669324,8.608803766,11122,4.046221937,5.494474121,-1.663333333,-1.672221607,6254.322795,0.37780929
BANGLADESH,2001,0.671268417,3.691032229,4860,3.686725621,0.258875215,-0.742666667,-0.746448155,-526.1316135,-0.031782404
BANGLADESH,2002,1.005258819,9.121824864,12236,4.08767496,5.371840481,-0.184666667,-0.18334137,6331.413977,0.382466191
BANGLADESH,2003,0.233521819,0.712071188,972,2.98811284,-3.355740564,0.884,0.890432083,-5451.040432,-0.329284845
BANGLADESH,2004,0.82406121,5.669007558,7868,3.895919545,1.283368438,0.33,0.341538868,926.5051595,0.055968051
BANGLADESH,2005,0.395753825,1.487446934,2096,3.32159843,-3.216019555,0.599666667,0.616312321,-5363.94925,-0.324023867
BANGLADESH,2006,0.611035542,3.083528042,4398,3.643353962,-1.937765816,-0.821333333,-0.799580894,-3580.403659,-0.21628397
BANGLADESH,2007,0.121660254,0.323305915,466,2.669316881,-5.015815312,0.672,0.698859224,-8030.858068,-0.485125709
BANGLADESH,2008,0.253548466,0.792868622,1153,3.062205809,-4.864079974,-1.626666667,-1.594700657,-7862.312477,-0.474944257
BANGLADESH,2009,0.121590498,0.323093386,474,2.67669361,-5.651682579,-0.831,-0.793927205,-9059.766886,-0.54727973
BANGLADESH,2010,0.105722316,0.275622927,409,2.612783857,-6.016980407,1.512666667,1.554846248,-9643.221295,-0.582524872
BANGLADESH,2011,0.160379968,0.446704953,671,2.827369273,-6.163725749,-1.398,-1.350713634,-9899.675704,-0.598016695
BANGLADESH,2012,0.358215258,1.281472604,1949,3.290034611,-5.646785467,-0.851,-0.798606848,-9140.130113,-0.552134288
BANGLADESH,2013,0.094631417,0.243458847,375,2.575187845,-7.002626594,-0.421333333,-0.363833396,-11232.58452,-0.678534658
BANGLADESH,2014,0.093577256,0.240444266,375,2.575187845,-7.323468544,-0.429666667,-0.367059944,-11751.03893,-0.709853299
BANGLADESH,2015,0.477616271,2.003421403,3162,3.500099192,-5.878318775,0.559666667,0.627380175,-9482.49334,-0.572815665
BANGLADESH,2016,0.686262281,3.855816664,6161,3.789721694,-4.343750883,2.496333333,2.569153627,-7001.947749,-0.422971598
BANGLADESH,2017,0.433199343,1.71143591,2769,3.442479769,-6.805959006,-0.326,-0.248072921,-10912.40216,-0.659193176
BANGLADESH,2018,0.892689165,6.810685748,11148,4.047235915,-2.024536536,-0.917,-0.833966135,-3051.856567,-0.184355653
BANGLADESH,2019,1.834273091,67.27678934,111354,5.046709722,58.12373969,0.759666667,0.847807317,96635.68902,5.837540246
BARBADOS,1980,0,0,0,0,37.09072612,0.436,0.324976016,114.5585366,0.16969497
BARBADOS,1981,0.525803912,2.355860596,6,0.84509804,27.8358063,-0.305333333,-0.411250531,88.25938086,0.130738166
BARBADOS,1982,1.599075176,38.72603093,99,2,52.59519621,-0.065,-0.165810413,148.9602251,0.220654014
BARBADOS,1983,1.407576562,24.56092474,63,1.806179974,26.8193096,2.162666667,2.06696304,80.66106942,0.119482826
BARBADOS,1984,1.406319323,24.48703548,63,1.806179974,15.13463991,-0.617,-0.707596842,48.3619137,0.071638254
BARBADOS,1985,0,0,0,0,-20.96317599,-1.061666667,-1.147156723,-46.93724203,-0.069527895
BARBADOS,1986,0,0,0,0,-32.57395641,-0.574666667,-0.655049938,-79.23639775,-0.117372468
BARBADOS,1987,1.493543311,30.15611589,78,1.897627091,-14.02862094,1.135,1.059723515,-33.53555347,-0.049676043
BARBADOS,1988,0.687043125,3.864555074,10,1.041392685,-51.93096218,0.719,0.6488303,-133.8347092,-0.198248665
BARBADOS,1989,1.264598247,17.39069945,45,1.662757832,-50.01559822,-1.783666667,-1.848729581,-131.1338649,-0.194247918
BARBADOS,1990,1.964571466,91.16615418,236,2.374748346,12.14907608,0.043333333,-0.016622796,27.56697936,0.040834824
BARBADOS,1991,0.958828623,8.095542825,21,1.342422681,-82.53231569,0.400333333,0.34548399,-219.7321764,-0.32548814
BARBADOS,1992,0.404356093,1.537208123,4,0.698970004,-100.7014308,1.766,1.716257442,-269.0313321,-0.398514726
BARBADOS,1993,1.343865311,21.07320064,55,1.748188027,-92.77621873,0.147333333,0.102697561,-250.3304878,-0.370813261
BARBADOS,1994,1.648938675,43.5593324,114,2.06069784,-81.90086739,0.117666667,0.07813768,-223.6296435,-0.331261438
BARBADOS,1995,2.572698831,372.8512446,978,2.990782692,235.7802643,1.014,0.979577799,608.0712008,0.900732736
BARBADOS,1996,1.703021199,49.46859315,130,2.117271296,-99.21316748,-0.870333333,-0.899648749,-272.227955,-0.403249867
BARBADOS,1997,1.890648574,76.74072273,202,2.307496038,-83.55181832,-0.501333333,-0.525541963,-232.5271107,-0.344441211
BARBADOS,1998,2.510766799,323.1655047,852,2.930949031,151.2621833,2.241333333,2.222231488,385.1737336,0.570555867
BARBADOS,1999,2.427315766,266.49506,704,2.848189117,82.9809581,-1.547333333,-1.561328392,204.8745779,0.303479656
BARBADOS,2000,2.450431689,281.1185799,744,2.872156273,85.99369758,-1.663333333,-1.672221607,212.5754221,0.314886877
BARBADOS,2001,2.601300707,398.3012846,1057,3.024485668,191.5656218,-0.742666667,-0.746448155,493.2762664,0.730687591
BARBADOS,2002,2.44516882,277.7204406,740,2.869818208,59.37399744,-0.184666667,-0.18334137,143.9771107,0.213272552
BARBADOS,2003,2.320613737,208.2250775,557,2.746634199,-21.73214611,0.884,0.890432083,-71.32204503,-0.105648978
BARBADOS,2004,2.11720153,129.9789576,349,2.544068044,-111.5890464,0.33,0.341538868,-311.6212008,-0.461602879
BARBADOS,2005,2.078270223,118.7485388,320,2.506505032,-134.4302456,0.599666667,0.616312321,-372.9203565,-0.552405002
BARBADOS,2006,0.136653451,0.369788296,1,0.301029996,-264.4197766,-0.821333333,-0.799580894,-724.2195122,-1.072782631
BARBADOS,2007,0,0,0,0,-276.4003453,0.672,0.698859224,-757.5186679,-1.122108499
BARBADOS,2008,0.135702035,0.366790764,1,0.301029996,-287.6443349,-1.626666667,-1.594700657,-788.8178236,-1.168471777
BARBADOS,2009,1.324041891,20.08831554,55,1.748188027,-279.5335906,-0.831,-0.793927205,-767.1169794,-1.136326428
BARBADOS,2010,3.026469187,1061.843173,2917,3.465085288,750.6104868,1.512666667,1.554846248,2062.583865,3.055294849
